,WORD,TITLE,CONTENT,LINK,DATE
10,AUSTRALIA PV,Australian consumers say bigger is better for rooftop solar,New data from SunWiz shows that PV panel and system prices are at the lowest point they have been in 12 months but the average investment in a rooftop solar...,https://www.pv-magazine.com/2024/01/25/australian-consumers-say-bigger-is-better-for-rooftop-solar/,Jan 25 2024
11,AUSTRALIA PV,Aiko enters Australia with 2GW n-type ABC module supply deals,Solar manufacturer Aiko has signed supply deals for 2GW of n-type ABC modules in Australia marking its entry into the market.,https://www.pv-tech.org/aiko-enters-australia-with-2gw-n-type-abc-module-supply-deals/,1 month ago
12,AUSTRALIA PV,1komma5° acquires Australia's Arkana Energy – pv magazine International,German solar tech developer 1komma5° has strengthened its presence in the Australian market with the acquisition of Arkana Energy Group.,https://www.pv-magazine.com/2024/03/01/1komma5-acquires-australian-battery-installer/,1 month ago
13,AUSTRALIA PV,PPA upside for large-scale solar grows in Australia,Bilateral power offtake agreements between corporate and industrial companies and solar projects are creating significant and growing demand for...,https://www.pv-magazine.com/2024/03/07/ppa-upside-for-large-scale-solar-grows-in-australia/,1 month ago
14,AUSTRALIA PV,SolarEdge announces reduction of global workforce – pv magazine International,SolarEdge an Israel-based inverter manufacturer says it plans to cut about 900 jobs as part of a restructuring plan “designed to reduce operating expenses...,https://www.pv-magazine.com/2024/01/22/solaredge-announces-reduction-of-global-workforce/,Jan 22 2024
15,AUSTRALIA PV,Australia's energy transition speeds up as rooftop PV records tumble,Australia's rooftop solar sector continues to shine bright with new data from the Australian Energy Market Operator revealing that distributed PV output...,https://www.pv-magazine.com/2024/01/31/australias-energy-transition-speeds-up-as-rooftop-pv-records-tumble/,Jan 31 2024
16,AUSTRALIA PV,The impact of wildfire smoke on rooftop PV,While investigating on the effects of wildfire smoke on rooftop PV installations a group of scientists in Australia has discovered that solar arrays...,https://www.pv-magazine.com/2024/02/05/the-impact-of-wildfire-smoke-on-rooftop-pv/,Feb 5 2024
17,AUSTRALIA PV,Solar fences stand out in Australian market simulation,Solar fences are starting to gain traction in European and North American markets with figures from energy software specialist Gridcog suggesting that...,https://www.pv-magazine.com/2024/01/16/solar-fences-stand-out-in-australian-market-simulation/,Jan 16 2024
18,AUSTRALIA PV,Rooftop PV to outpace all renewables in Australia says Green Energy Markets,A new report by Green Energy Markets (GEM) to the Australian Energy Market Operator (AEMO) confirms the future domination of rooftop solar and battery...,https://www.pv-magazine.com/2024/02/21/rooftop-pv-to-outpace-all-renewables-in-australia-says-green-energy-markets/,1 month ago
19,AUSTRALIA PV,PV self-consumption rising as batteries cut grid imports by 94% says Relectrify,Relectrify says battery energy storage in commercial settings in Australia can offer economic benefits. It has released data showing that a recently...,https://www.pv-magazine.com/2024/02/01/pv-self-consumption-rising-as-batteries-cut-grid-imports-by-94-says-relectrify/,Feb 1 2024
20,AUSTRALIA PV,Quinbrook to build polysilicon factory in Australia – pv magazine International,Quinbrook Infrastructure Partners' plan for a multibillion-dollar polysilicon production plant in Australia has received a major boost with the Queensland...,https://www.pv-magazine.com/2024/03/25/quinbrook-to-build-polysilicon-factory-in-australia/,2 weeks ago
21,AUSTRALIA PV,Enel Green Power Australia to buy 1GW renewables project in Queensland,Enel Green Power Australia has signed a binding agreement with minerals company QEM to purchase a 1GW solar and wind project in Queensland.,https://www.pv-tech.org/enel-green-power-australia-to-buy-1gw-renewables-project-in-queensland/,Jan 15 2024
22,AUSTRALIA PV,Fluence expands storage strategy with optimization software – pv magazine International,Global energy storage specialist Fluence has more than 1 GW of battery projects operating or under construction in Australia.,https://www.pv-magazine.com/2024/02/02/fluence-expands-storage-strategy-with-optimization-software/,Feb 2 2024
23,AUSTRALIA PV,Australia announces 'pit to panel' solar manufacturing program,The Australian government will allocate AUD 1 billion ($652.8 million) to help build a domestic solar panel manufacturing industry to underpin the nation's...,https://www.pv-magazine.com/2024/03/28/australia-announces-pit-to-panel-solar-manufacturing-program/,1 week ago
24,AUSTRALIA PV,Rio Tinto signs PPA for 1.1GW proposed Australian solar project,Rio Tinto has signed a power purchase agreement (PPA) with European Energy to buy all of the power at the latter's Upper Calliope solar farm.,https://www.pv-tech.org/rio-tinto-signs-ppa-for-1-1gw-proposed-australian-solar-project/,Jan 24 2024
25,AUSTRALIA PV,Australian off-grid project upgrade shows power of modern PV,An off-grid residential system on a secluded island in Australia has received a new tech upgrade. The additional capacity highlights the new era of off-grid...,https://www.pv-magazine.com/2024/02/15/australian-off-grid-project-upgrade-shows-power-of-modern-pv/,1 month ago
26,AUSTRALIA PV,“A total solutions provider”: Trina Solar on its work in the mature Australian solar market,The Mannum project sits at the confluence of decarbonisation Trina Solar's Australian expansion and the government's energy transition plans.,https://www.pv-tech.org/a-total-solutions-provider-trina-solar-on-its-work-in-the-mature-australian-solar-market/,Feb 6 2024
27,AUSTRALIA PV,Rooftop solar capacity to outpace all other renewables combined,A new Green Energy Markets (GEM) report to AEMO confirms the future domination of Australian roof-top solar panel and battery system installations are...,https://www.pv-magazine-australia.com/2024/02/21/rooftop-solar-capacity-to-outpace-all-other-renewables-combined/,1 month ago
28,AUSTRALIA PV,Australian grid operator turns to solar-powered microgrids,Australian grid operator turns to solar-powered microgrids. New South Wales electricity distributor Ausgrid is exploring the potential of solar-powered...,https://www.pv-magazine.com/2024/01/23/australian-grid-operator-turns-to-solar-powered-microgrids/,Jan 23 2024
29,AUSTRALIA PV,Neoen secures AU$1.1 billion for 1.5GW of Australian renewables,French IPP Neoen has completed debt financing for a 1.5GW portfolio of solar wind and battery energy storage assets in Australia.,https://www.pv-tech.org/neoen-secures-au1-1-billion-for-1-5gw-of-australian-renewables/,1 month ago
30,AUSTRALIA PV,Study models optimized use of PV via EV charging facilities,Australian researchers have shown that free electric vehicle (EV) charging facilities using optimized solar systems can lower grid demand in the evening...,https://www.pv-magazine.com/2024/02/14/study-models-optimized-use-of-pv-via-ev-charging-facilities/,1 month ago
31,AUSTRALIA PV,Rystad tips Australian projects to help propel global green hydrogen growth,Rystad Energy has countered the International Energy Agency's (IEA) recent “reality check” for the green hydrogen sector predicting that the momentum...,https://www.pv-magazine.com/2024/01/29/rystad-tips-australian-projects-to-help-propel-global-green-hydrogen-growth/,Jan 29 2024
32,AUSTRALIA PV,The solar rebound effect in residential PV – pv magazine International,The rebound effect consists of a reduction in expected gains from a more resource-efficient technology as a result of behavioral or systemic change.,https://www.pv-magazine.com/2024/02/07/the-solar-rebound-effect-in-residential-pv/,Feb 7 2024
33,AUSTRALIA PV,Reducing PV module temperatures with graphene – pv magazine International,New research from Malaysia has shown the limitations and potential of all solar module cooling techniques based on graphene. The scientists said that high...,https://www.pv-magazine.com/2024/01/31/reducing-pv-module-temperature-with-graphene/,Jan 31 2024
34,AUSTRALIA PV,Tindo Solar backs Australia's plan to kickstart PV supply chain,Australian PV manufacturer Tindo Solar is expected to be among the first applicants for a grant from the federal government's AUD 1 billion ($648.7 million)...,https://www.pv-magazine.com/2024/04/02/tindo-solar-backs-australias-plan-to-kickstart-pv-supply-chain/,6 days ago
35,AUSTRALIA PV,The editorial team – pv magazine Australia,Since its initial publication in 2008 pv magazine has evolved into the leading global solar and storage media platform with regional insights.,https://www.pv-magazine-australia.com/the-team/,1 month ago
36,AUSTRALIA PV,Chelion Australia rolls out new residential energy storage system,The batteries have a round-trip efficiency of about 90% and offer a number of operational modes including self-consumption off-grid energy scheduling and...,https://www.pv-magazine.com/2024/03/07/chelion-australia-rolls-out-new-residential-energy-storage-system/,1 month ago
37,AUSTRALIA PV,CSIRO takes solar cell research into space – pv magazine Australia,Printed flexible solar cell technology developed by Australia's national science agency has been successfully launched into space as part of billionaire...,https://www.pv-magazine-australia.com/2024/03/05/csiro-takes-solar-cell-research-into-space/,1 month ago
38,AUSTRALIA PV,bp increases stake in 26 GW Australian renewable energy hub,Investment bank Macquarie Group has sold its share in the 26 GW Australian Renewable Energy Hub megaproject proposed for Western Australia's Pilbara region...,https://www.pv-magazine.com/2024/03/14/bp-increases-stake-in-26-gw-australian-renewable-energy-hub/,3 weeks ago
39,AUSTRALIA PV,Solar waste may reach 1.2 GW annually in Australia,A new report has called for large PV waste and recycling facilities to be established in major Australian cities as a matter of priority with solar waste...,https://www.pv-magazine.com/2024/03/29/solar-waste-in-australia-may-reach-1-2-gw-annually/,1 week ago
40,AUSTRALIA PV,SunDrive AGL to collaborate on solar panel manufacturing in Australia,Solar panel manufacturing in Australia has reached a new zenith with a commitment by two industry leaders to explore the possibilities of establishing a...,https://www.pv-magazine-india.com/2024/04/02/sundrive-agl-to-collaborate-on-solar-panel-manufacturing-in-australia/,6 days ago
41,AUSTRALIA PV,Solar waste to provide material supply security – pv magazine International,Researchers from the University of New South Wales have rejected suggestions that end-of-life solar panels could create a “waste mountain” in Australia...,https://www.pv-magazine.com/2024/02/05/solar-waste-to-provide-material-supply-security/,Feb 5 2024
42,AUSTRALIA PV,Lightsource bp wins approval for 750 MW of solar 3000 MWh of storage in Australia,The Australian government has granted environmental approval for UK developer Lightsource bp to proceed with its plans to build Australia's largest solar...,https://www.pv-magazine.com/2024/03/27/lightsource-bp-wins-approval-for-750-mw-of-solar-3000-mwh-of-storage-in-australia/,2 weeks ago
43,AUSTRALIA PV,Australia startup offers all-in-one O&M tech to save solar farms millions,A Queensland tech start-up says it has developed an AI-based all-in-one solar farm operation and maintenance system that promises to boost the reliability...,https://www.pv-magazine.com/2024/03/12/australia-startup-offers-all-in-one-om-tech-to-save-solar-farms-millions/,4 weeks ago
44,AUSTRALIA PV,EDF to develop 3 GWh pumped hydro project in Australia,The Australian arm of French energy giant EDF Group has acquired and agreed to co-develop the proposed 300 MW/3 GWh Dungowan pumped hydro energy storage...,https://www.pv-magazine.com/2024/02/28/edf-to-develop-3-gwh-pumped-hydro-project-in-australia/,1 month ago
45,AUSTRALIA PV,Market analyst calls for change as solar farm development slows,A slowdown in large-scale solar farm development has not been enough to derail near record annual growth in Australia's solar market with data from SunWiz...,https://www.pv-magazine-australia.com/2024/01/31/market-analyst-calls-for-change-as-solar-farm-development-slows/,Jan 31 2024
46,AUSTRALIA PV,Australian developer to add 80 MW battery to 120 MW solar project,Frontier Energy has revised its strategy for the first stage of the proposed Waroona Renewable Energy Project now under development in Western Australia...,https://www.pv-magazine.com/2024/01/19/australian-developer-to-add-80-mw-battery-to-120-mw-solar-project/,Jan 19 2024
47,AUSTRALIA PV,Rio Tinto signs long-term PPA for 1.1 GW Australian solar plant,Resources giant Rio Tinto has signed Australia's largest corporate power purchase agreement (PPA) to date. It has agreed to buy 100% of the output from...,https://www.pv-magazine.com/2024/01/24/rio-tinto-signs-long-term-ppa-for-1-1-gw-australian-solar-plant/,Jan 24 2024
48,AUSTRALIA PV,Australian PV installer owes millions to suppliers following collapse,Employees of G-Store an Australian solar installation business have lost their jobs and customers and suppliers are owed millions of dollars now that the...,https://www.pv-magazine.com/2024/03/04/australian-pv-installer-owes-millions-to-suppliers-following-collapse/,1 month ago
49,AUSTRALIA PV,Qcells exits Australian market – pv magazine International,South Korean solar module maker Qcells told its local team this week that its Australian subsidiary will be closed. The decision underscores the highly...,https://www.pv-magazine.com/2024/02/16/qcells-exits-australian-market/,1 month ago
50,AUSTRALIA PV,Australian lab sets record for perovskite PV,Australia and Cambridge-based researchers have produced a record level of efficiency from an emerging solar cell made from perovskite.,https://cosmosmagazine.com/technology/energy/promise-of-perovskite-as-australian-lab-hits-record-pv-efficiency/,4 weeks ago
51,AUSTRALIA PV,LONGi Solar Australia unveils revolutionary anti-dust module,LONGi Solar Australia has launched its latest innovation at the 2024 edition of the country's Smart Energy Council conference and expo in Sydney.,https://www.pv-tech.org/industry-updates/longi-solar-australia-unveils-revolutionary-anti-dust-module/,3 weeks ago
52,AUSTRALIA PV,Investor group warns of revenue risk for PV farms in southwestern Australia,The Clean Energy Investor Group has warned that solar farms in southwestern New South Wales and northwestern Victoria could suffer from “large and...,https://www.pv-magazine.com/2024/01/22/investor-group-warns-of-revenue-risk-for-pv-farms-in-southwestern-australia/,Jan 22 2024
53,AUSTRALIA PV,Longi launches anti-dust solar module for C&I segment,"Chinese solar manufacturer Longi has developed a new ""anti-dust"" module for the commercial and industrial (C&I) market in Australia.",https://www.pv-magazine.com/2024/03/06/longi-launches-anti-dust-solar-module-for-ci-segment/,1 month ago
54,AUSTRALIA PV,Origin Energy in 13GW acquisition of Australian developer,Australian utility Origin Energy has acquired renewables developer Walcha Energy and its 1.3GW project pipeline of solar and wind assets.,https://www.pv-tech.org/origin-energy-in-13gw-acquisition-of-australian-developer/,1 month ago
55,AUSTRALIA PV,Genex names EPC contractor for 775 MW solar project,Genex Power has tapped PCL Construction as its preferred engineering procurement and construction contractor for the up to 775 MW first stage of the Bulli...,https://www.pv-magazine-australia.com/2024/01/31/genex-names-epc-contractor-for-775-mw-solar-project/,Jan 31 2024
56,AUSTRALIA PV,Weekend Read: Blackouts trigger a PV pivot – pv magazine Australia,Eskom data from July 2023 show that registered rooftop solar installations have quadrupled. Some 4.4 GW of rooftop solar had been installed in South Africa 3...,https://www.pv-magazine-australia.com/2024/02/10/weekend-read-blackouts-trigger-a-pv-pivot/,Feb 10 2024
57,AUSTRALIA PV,Australian energy modeler installs power-management tech at defense sites,Share ... Proa an Australian solar forecasting and modeling specialist has installed its technology at the 3.2 MW RAAF Base Darwin and 11 MW Robertson Barracks...,https://www.pv-magazine.com/2024/02/09/australias-proa-installs-power-management-tech-at-defense-facilities/,Feb 9 2024
58,AUSTRALIA PV,Super Bowl to be hosted in first 100% renewable energy NFL stadium,The Allegiant Stadium in Las Vegas sources 10 MW of off-site solar as well as wind geothermal and hydroelectric power among other sustainability...,https://www.pv-magazine-australia.com/2024/02/08/super-bowl-to-be-hosted-in-first-100-renewable-energy-nfl-stadium/,Feb 8 2024
59,AUSTRALIA PV,PV manufacturing should start immediately viability study finds,The Silicon to Solar (Roadmap) study has found Australian PV supply chain manufacturing is viable and calls for immediate action to establish it as a...,https://www.pv-magazine-australia.com/2024/02/06/pv-manufacturing-should-start-immediately-viability-study-finds/,Feb 6 2024
60,AUSTRALIA PV,Enel inks deal to acquire 1 GW wind and solar project,Enel Green Power Australia has boosted its renewables portfolio by striking a deal with Queensland-headquartered minerals explorer QEM to purchase what...,https://www.pv-magazine-australia.com/2024/01/15/enel-inks-deal-to-acquire-1-gw-wind-and-solar-project/,Jan 15 2024
61,AUSTRALIA PV,Government shift sees Frontier turn to battery for WA solar project,Frontier Energy has revised its strategy for the first stage of the proposed Waroona Renewable Energy Project being developed in Western Australia's...,https://www.pv-magazine-australia.com/2024/01/19/government-shift-sees-frontier-turns-to-battery-for-wa-solar-project/,Jan 19 2024
62,AUSTRALIA PV,Australian solar evades clouds to perform in March,In a new weekly update for pv magazine Solcast a DNV company reports that Victoria Tasmania Western Australia and New South Wales were over-performing...,https://www.pv-magazine.com/2024/03/29/australian-solar-evades-clouds-to-perform-in-march/,1 week ago
63,AUSTRALIA PV,Fortescue commits to major manufacturing facility in US,Fortescue has announced plans to open its first manufacturing centre in the United States partnering with the state of Michigan to establish a production...,https://www.pv-magazine-australia.com/2024/01/25/fortescue-commits-to-major-manufacturing-facility-in-us/,Jan 25 2024
64,AUSTRALIA PV,Malaysian researchers claim reflectors for PV modules are feasible,"The research team tested a PV system prototype with a mirror reflector and found it could be economically feasible ""under Malaysian climatic conditions.",https://www.pv-magazine.com/2024/02/13/malaysian-researchers-claim-reflectors-for-pv-modules-are-feasible/,1 month ago
65,AUSTRALIA PV,SunDrive does deal with AGL in domestic solar panel push,Solar panel manufacturing in Australia has reached a new zenith with a commitment by two industry leaders to explore the possibilities of establishing a...,https://www.pv-magazine-australia.com/2024/03/28/sundrive-does-deal-with-agl-in-domestic-solar-panel-push/,1 week ago
66,AUSTRALIA PV,Nextracker to use local steel in 480 MW Queensland project,In the Australian leg of its global strategy US-based tracker supplier Nextracker will use localy produced steel for a major project.,https://www.pv-magazine-australia.com/2024/03/15/nextracker-to-use-local-steel-in-480-mw-queensland-project/,3 weeks ago
67,AUSTRALIA PV,PV-driven green hydrogen may be sold in Australia at $2/kg by 2030,Australian researchers have calculated the levelised cost of green hydrogen under different installed capex scenarios for 2030. They also looked into the...,https://www.pv-magazine.com/2024/03/28/pv-driven-green-hydrogen-may-be-sold-in-australia-at-2-kg-by-2030/,1 week ago
68,AUSTRALIA PV,Commissioning process spoils improvements in solar project timelines,Australia's energy transition risks falling behind with a new report showing that the time required to plan build and commission a large-scale solar farm...,https://www.pv-magazine-australia.com/2024/02/02/commissioning-process-spoils-improvements-in-solar-project-timelines/,Feb 2 2024
69,AUSTRALIA PV,Australia launches Solar Sunshot Programme to boost solar PV manufacturing,The programme has $652.5m in funding. The Australian Government established the Solar Sunshot programme to support the growth of solar photovoltaic (PV)...,https://www.msn.com/en-xl/news/other/australia-launches-solar-sunshot-programme-to-boost-solar-pv-manufacturing/ar-BB1kRpSG?ocid=winp2fptaskbar,1 week ago
70,AUSTRALIA PV,1komma5° announces largest Australian acquisition yet – pv magazine Australia,German solar technology developer and retailer 1komma5° has continued to strengthen its presence in the Australian market with the acquisition of...,https://www.pv-magazine-australia.com/2024/03/01/1komma5-announces-largest-australian-acquisition-yet/,1 month ago
71,AUSTRALIA PV,JinkoSolar claims top spot in 2023 PV module shipment rankings,Chinese manufacturer JinkoSolar says its solar module shipments reached 78.5 GW in 2023. This year it says it hopes to sell up to 110 GW of panels.,https://www.pv-magazine-australia.com/2024/03/25/jinkosolar-claims-top-spot-in-2023-pv-module-shipment-rankings/,2 weeks ago
72,AUSTRALIA PV,Sharp unveils 580 W TOPCon panel with 22.45% efficiency – pv magazine Australia,The NB-JD580 double-glass module features 144 half-cut solar cells based on M10 wafers and a 16-busbar design. It features a power conversion efficiency of...,https://www.pv-magazine-australia.com/2024/02/02/sharp-unveils-580-w-topcon-panel-with-22-45-efficiency/,Feb 2 2024
73,AUSTRALIA PV,Australian EV fast-charging sites set to double in 2024,Next System a clean-tech research company claims there will be a further doubling of public fast-charging sites in Australia in 2024.,https://www.pv-magazine.com/2024/02/08/australian-ev-fast-charging-sites-set-to-double-in-2024/,Feb 8 2024
74,AUSTRALIA PV,'Compromised' battery blamed for fatal house fire in Australia,Fire investigators in the Australian state of New South Wales have determined that a compromised lithium-ion battery was the cause of a recent house fire...,https://www.pv-magazine.com/2024/03/11/compromised-battery-blamed-for-fatal-house-fire-in-australia/,1 month ago
75,AUSTRALIA PV,China's new PV installations hit 216.88 GW in 2023 – pv magazine International,China's National Energy Administration (NEA) has revealed that China's cumulative PV capacity reached 609.49 GW at the end of 2023.,https://www.pv-magazine.com/2024/02/02/chinas-new-pv-installations-hit-216-88-gw-in-2023/,Feb 2 2024
76,AUSTRALIA PV,New NT Defence solar projects deploy forecasting managing technology to achieve GPS,Energy forecasting and managing company Proa is rolling out its technology at two Northern Territory (NT) defence facility solar farms with positive...,https://www.pv-magazine-australia.com/2024/02/08/new-nt-defence-solar-projects-deploy-forecasting-managing-technology-to-achieve-gps/,Feb 8 2024
77,AUSTRALIA PV,Netherlands reveals details of incentive scheme for PV manufacturing,The Dutch government has submitted a public proposal to support the production of heterojunction and perovskite-silicon tandem modules as well as building-...,https://www.pv-magazine-australia.com/2024/02/16/netherlands-reveals-details-of-incentive-scheme-for-pv-manufacturing/,1 month ago
78,AUSTRALIA PV,Energy transition speeds up as rooftop PV records tumble,Australia's rooftop solar sector continues to shine bright with new data from the Australian Energy Market Operator revealing that distributed PV output...,https://www.pv-magazine-australia.com/2024/01/25/energy-transitions-speeds-up-as-rooftop-pv-records-tumble/,Jan 25 2024
79,AUSTRALIA PV,SOFAR announces latest plans for the Australian market,The manufacturer is working to localize its products and services as it expands globally according to Jesse Lau SOFAR's Head of APAC & MEA Region.,https://www.pv-magazine.com/2024/01/19/sofar-announces-latest-plans-for-the-australian-market/,Jan 19 2024
80,AUSTRALIA PV,Australia's power future could be virtually guaranteed – pv magazine Australia,The severe heatwave that moved across Australia in recent weeks initially in Western Australia Queensland and then New South Wales highlights that it is...,https://www.pv-magazine-australia.com/2024/01/31/australias-power-future-could-be-virtually-guaranteed/,Jan 31 2024
81,AUSTRALIA PV,AEG launches 23.3%-efficient ABC solar panel with 40-year warranty,AEG is currently offering three versions of its new ABC solar panels for rooftop applications with power outputs of 445 W to 455 W and efficiency ratings...,https://www.pv-magazine.com/2024/01/26/aeg-launches-23-3-efficient-abc-solar-panel-with-40-year-warranty/,Jan 26 2024
82,AUSTRALIA PV,DeGrussa solar and battery hub labelled 'brilliant success' as decommissioning begins,The largest integrated off-grid solar and battery storage facility in Australia when it was deployed the DeGrussa solar and battery hub in remote Western...,https://www.pv-magazine-australia.com/2024/01/18/degrussa-solar-and-battery-hub-labelled-brilliant-success-as-decommissioning-begins/,Jan 18 2024
83,AUSTRALIA PV,Investor group calls for policy support to deliver 'critical' battery storage,A new report published by the Clean Energy Investor Group calls for federal and state governments to financially back long-duration energy storage assets to...,https://www.pv-magazine-australia.com/2024/03/12/investor-group-calls-for-policy-support-to-deliver-critical-battery-storage/,4 weeks ago
84,AUSTRALIA PV,ACEN teams with Marubeni on 400 MWh New England battery,ACEN Australia and Marubeni Asian Power Singapore have struck a deal to jointly develop a 200 MW / 400 MWh battery energy storage system alongside ACEN's...,https://www.pv-magazine-australia.com/2024/03/06/acen-teams-with-marubeni-on-400-mwh-new-england-battery/,1 month ago
85,AUSTRALIA PV,Bluetti releases 2.4 kW portable power station – pv magazine Australia,Bluetti has unveiled a new weatherproof portable power station featuring a lithium iron phosphate battery with a power capacity of 1536 Wh and a 2400 W...,https://www.pv-magazine-australia.com/2024/04/04/bluetti-releases-2-4-kw-portable-power-station/,5 days ago
86,AUSTRALIA PV,Ace Power lands connection agreements for battery pair,Share ... Ace Power announced it has received the Generator Performance Standard 5.3.4 a/b from the Australian Energy Market Operator (AEMO) for both the 103 MW...,https://www.pv-magazine-australia.com/2024/01/29/ace-power-lands-connection-agreements-for-battery-pair/,Jan 29 2024
87,AUSTRALIA PV,Zen Energy starts building 111 MW/270 MWh battery in Australia,Australian renewable gen-tailer Zen Energy is set to build the second-largest battery energy storage system in the state of South Australia in a move that...,https://www.pv-magazine.com/2024/03/20/zen-energy-starts-building-australian-111-mw-270-mwh-battery/,3 weeks ago
88,AUSTRALIA PV,Eneco Corre Energy partner on compressed air energy storage project,Corre Energy a Dutch long-duration energy storage specialist has partnered with utility Eneco to deliver its first compressed air energy storage (CAES)...,https://www.pv-magazine.com/2024/01/29/eneco-corre-energy-partner-on-compressed-air-energy-storage-project/,Jan 29 2024
89,AUSTRALIA PV,Amazon to offtake power from Vena's new Queensland PV park,US technology and e-commerce giant Amazon.com Inc (NASDAQ:AMZN) has committed to buying power from a 125-MW solar park just commissioned by Singapore's Ven.,https://renewablesnow.com/news/amazon-to-offtake-power-from-venas-new-queensland-pv-park-847922/,Feb 7 2024
90,AUSTRALIA SOLAR FARM,Rio Tinto taps Australia's largest solar farm to power aluminium assets,Rio Tinto  on Wednesday announced a deal to buy power from a new solar farm in Queensland as it seeks to green its aluminium operations on the country's...,https://www.reuters.com/business/energy/rio-tinto-provide-renewable-power-gladstone-ops-under-new-solar-power-deal-2024-01-23/,Jan 23 2024
91,AUSTRALIA SOLAR FARM,Rio Tinto to drive development of Australia's largest solar farm at Gladstone,Rio Tinto will drive development of Australia's largest solar power project near Gladstone after agreeing to buy all electricity from the 1.1GW1 Uppe.,https://www.businesswire.com/news/home/20240123544880/en/Rio-Tinto-to-drive-development-of-Australia%E2%80%99s-largest-solar-farm-at-Gladstone,Jan 23 2024
92,AUSTRALIA SOLAR FARM,Neoen shut down Australian solar-plus-storage plant after 7 years,The DeGrussa solar and battery hub in remote Western Australia – the largest integrated off-grid solar and battery storage facility in Australia when it was...,https://www.pv-magazine.com/2024/01/18/neoen-shut-down-australian-solar-plus-storage-plant-after-7-years/,Jan 18 2024
93,AUSTRALIA SOLAR FARM,Deutsche Bank demonstrates expertise in renewables by financing Munna Creek Solar Farm in Queensland,Deutsche Bank has today announced the closure of a senior debt financing of AUD 160mn for the Munna Creek Solar Farm project which is wholly owned by the...,https://country.db.com/news/detail/20240118-deutsche-bank-demonstrates-expertise-in-renewables-by-financing-munna-creek-solar-farm-in-queensland?language_id=1,Jan 18 2024
94,AUSTRALIA SOLAR FARM,“A total solutions provider”: Trina Solar on its work in the mature Australian solar market,“Australia with its vast land availability and abundant sunlight has seen significant investments in utility-scale solar farms” says Edison Zhou of Trina...,https://www.pv-tech.org/a-total-solutions-provider-trina-solar-on-its-work-in-the-mature-australian-solar-market/,Feb 6 2024
95,AUSTRALIA SOLAR FARM,White & Case advises banks on New Zealand solar farm project financing,Global law firm White & Case LLP has advised Bank of New Zealand and MUFG Bank Ltd on the project financing of the 63 MW Lauriston Solar Farm near...,https://www.whitecase.com/news/press-release/white-case-advises-banks-new-zealand-solar-farm-project-financing,Jan 31 2024
